order_line_id|order_id|product_id|quantity|unit_price|discount_pct|line_total
671|220|12|2|291.00|5.00|552.90
672|220|35|3|705.75|10.00|1905.53
673|220|38|9|759.50|10.00|6151.95
674|221|40|6|795.00|10.00|4293.00
675|221|18|8|399.50|0.00|3196.00
676|222|9|12|237.25|15.00|2419.95
677|222|16|10|363.00|0.00|3630.00
678|223|6|11|183.50|0.00|2018.50
679|223|26|9|543.50|0.00|4891.50
680|223|4|9|147.00|5.00|1256.85
681|223|11|7|273.75|0.00|1916.25
682|223|33|11|669.25|5.00|6993.66
683|224|2|8|111.50|0.00|892.00
684|224|7|7|201.75|0.00|1412.25
685|224|29|2|597.25|0.00|1194.50
686|225|11|1|273.75|0.00|273.75
687|225|19|7|417.75|0.00|2924.25
688|225|30|11|615.50|10.00|6093.45
689|225|34|10|687.50|10.00|6187.50
690|226|23|10|489.75|0.00|4897.50
691|227|19|10|417.75|0.00|4177.50
692|227|1|12|93.25|0.00|1119.00
693|227|37|5|741.25|10.00|3335.63
694|228|24|1|507.00|15.00|430.95
695|228|39|9|777.75|15.00|5949.79
696|229|9|6|237.25|10.00|1281.15
697|229|34|11|687.50|15.00|6428.13
698|230|36|2|723.00|10.00|1301.40
699|230|11|3|273.75|0.00|821.25
700|230|12|9|291.00|0.00|2619.00
701|231|15|3|345.75|5.00|985.39
702|231|27|5|561.75|0.00|2808.75
703|231|16|12|363.00|0.00|4356.00
704|231|16|10|363.00|0.00|3630.00
705|231|28|2|579.00|0.00|1158.00
706|232|30|8|615.50|0.00|4924.00
707|233|1|7|93.25|10.00|587.48
708|234|9|4|237.25|0.00|949.00
709|234|39|12|777.75|0.00|9333.00
710|234|40|3|795.00|10.00|2146.50
711|234|23|4|489.75|5.00|1861.05
712|235|13|9|309.25|5.00|2644.09
713|235|12|4|291.00|0.00|1164.00
714|235|32|10|651.00|0.00|6510.00
715|235|19|6|417.75|0.00|2506.50
716|235|8|3|219.00|5.00|624.15
717|236|13|11|309.25|15.00|2891.49
718|236|20|12|435.00|0.00|5220.00
719|237|21|5|453.25|0.00|2266.25
720|237|40|1|795.00|0.00|795.00
721|237|12|10|291.00|0.00|2910.00
722|237|21|11|453.25|0.00|4985.75
723|237|9|11|237.25|5.00|2479.26
724|238|31|4|633.75|0.00|2535.00
725|238|5|11|165.25|0.00|1817.75
726|238|36|11|723.00|10.00|7157.70
727|238|13|2|309.25|0.00|618.50
728|239|9|10|237.25|5.00|2253.88
729|240|26|10|543.50|5.00|5163.25
730|240|1|3|93.25|5.00|265.76
731|240|20|10|435.00|0.00|4350.00
732|240|21|5|453.25|15.00|1926.31
733|240|20|3|435.00|5.00|1239.75
734|241|31|12|633.75|0.00|7605.00
735|241|8|12|219.00|0.00|2628.00
736|241|11|8|273.75|10.00|1971.00
737|242|33|6|669.25|10.00|3613.95
738|242|5|1|165.25|0.00|165.25
739|242|40|10|795.00|15.00|6757.50
740|242|15|8|345.75|0.00|2766.00
741|242|16|3|363.00|15.00|925.65
742|243|35|9|705.75|0.00|6351.75
743|244|19|4|417.75|0.00|1671.00
744|244|40|5|795.00|0.00|3975.00
745|244|28|10|579.00|15.00|4921.50
746|244|25|5|525.25|15.00|2232.31
747|245|34|3|687.50|5.00|1959.38
748|246|35|7|705.75|0.00|4940.25
749|246|8|11|219.00|10.00|2168.10
750|246|16|2|363.00|0.00|726.00
751|247|11|10|273.75|0.00|2737.50
752|248|6|3|183.50|10.00|495.45
753|248|21|5|453.25|15.00|1926.31
754|248|37|12|741.25|15.00|7560.75
755|249|1|2|93.25|0.00|186.50
756|250|33|1|669.25|15.00|568.86
757|250|4|2|147.00|5.00|279.30
758|250|16|9|363.00|5.00|3103.65
759|250|29|6|597.25|0.00|3583.50
760|251|1|9|93.25|0.00|839.25
761|251|40|8|795.00|10.00|5724.00
762|251|9|10|237.25|0.00|2372.50
763|252|5|6|165.25|0.00|991.50
764|252|8|4|219.00|15.00|744.60
765|252|34|9|687.50|0.00|6187.50
766|253|32|12|651.00|0.00|7812.00
767|253|27|9|561.75|5.00|4802.96
768|253|12|11|291.00|5.00|3040.95
769|253|12|10|291.00|5.00|2764.50
770|253|17|1|381.25|0.00|381.25
771|254|26|8|543.50|15.00|3695.80
772|254|33|8|669.25|5.00|5086.30
773|254|10|8|255.50|5.00|1941.80
774|255|5|11|165.25|0.00|1817.75
775|255|40|7|795.00|0.00|5565.00
776|255|22|7|471.50|0.00|3300.50
777|256|29|11|597.25|0.00|6569.75
778|257|16|6|363.00|5.00|2069.10
779|257|37|5|741.25|15.00|3150.31
780|257|34|4|687.50|0.00|2750.00
781|257|14|1|327.50|10.00|294.75
782|257|5|6|165.25|10.00|892.35
783|258|15|10|345.75|10.00|3111.75
784|259|4|5|147.00|15.00|624.75
785|260|19|1|417.75|10.00|375.98
786|261|7|6|201.75|5.00|1149.98
787|262|17|2|381.25|15.00|648.13
788|262|37|1|741.25|5.00|704.19
789|262|10|6|255.50|5.00|1456.35
790|262|12|12|291.00|15.00|2968.20
791|263|22|4|471.50|0.00|1886.00
792|263|22|11|471.50|15.00|4408.53
793|264|2|7|111.50|10.00|702.45
794|264|33|1|669.25|10.00|602.33
795|264|26|9|543.50|0.00|4891.50
796|264|4|10|147.00|0.00|1470.00
797|264|24|1|507.00|0.00|507.00
798|265|29|12|597.25|0.00|7167.00
799|265|22|12|471.50|0.00|5658.00
800|265|1|5|93.25|0.00|466.25
801|265|11|6|273.75|10.00|1478.25
802|265|33|8|669.25|10.00|4818.60
803|266|22|5|471.50|0.00|2357.50
804|266|12|9|291.00|10.00|2357.10
805|267|34|7|687.50|0.00|4812.50
806|267|18|1|399.50|0.00|399.50
807|268|9|2|237.25|0.00|474.50
808|269|19|9|417.75|15.00|3195.79
809|269|33|5|669.25|10.00|3011.63
810|269|29|12|597.25|0.00|7167.00
811|269|12|12|291.00|0.00|3492.00
812|269|20|10|435.00|0.00|4350.00
813|270|35|7|705.75|0.00|4940.25
814|270|12|10|291.00|0.00|2910.00
815|270|27|7|561.75|5.00|3735.64
816|270|38|4|759.50|15.00|2582.30
817|270|37|12|741.25|10.00|8005.50
818|271|34|4|687.50|5.00|2612.50
819|272|22|3|471.50|15.00|1202.33
820|272|16|9|363.00|5.00|3103.65
821|273|22|4|471.50|0.00|1886.00
822|274|38|4|759.50|0.00|3038.00
823|274|38|11|759.50|0.00|8354.50
824|274|34|12|687.50|15.00|7012.50
825|274|25|11|525.25|0.00|5777.75
826|275|2|12|111.50|0.00|1338.00
827|275|22|6|471.50|0.00|2829.00
828|276|28|4|579.00|10.00|2084.40
829|276|16|11|363.00|15.00|3394.05
830|276|27|4|561.75|10.00|2022.30
831|277|16|11|363.00|5.00|3793.35
832|277|9|12|237.25|0.00|2847.00
833|277|11|1|273.75|0.00|273.75
834|278|37|11|741.25|15.00|6930.69
835|278|9|7|237.25|0.00|1660.75
836|278|40|4|795.00|0.00|3180.00
837|278|21|12|453.25|0.00|5439.00
838|279|5|9|165.25|5.00|1412.89
839|279|3|10|129.75|0.00|1297.50
840|279|11|7|273.75|5.00|1820.44
841|279|9|1|237.25|0.00|237.25
842|279|24|7|507.00|5.00|3371.55
843|280|7|11|201.75|0.00|2219.25
844|280|14|1|327.50|15.00|278.38
845|281|32|7|651.00|0.00|4557.00
846|281|26|12|543.50|0.00|6522.00
847|281|4|2|147.00|0.00|294.00
848|281|4|9|147.00|10.00|1190.70
849|282|13|7|309.25|0.00|2164.75
850|282|29|2|597.25|0.00|1194.50
851|282|26|12|543.50|0.00|6522.00
852|283|16|12|363.00|10.00|3920.40
853|283|3|2|129.75|0.00|259.50
854|283|4|5|147.00|0.00|735.00
855|284|37|9|741.25|15.00|5670.56
856|284|9|2|237.25|0.00|474.50
857|284|19|7|417.75|0.00|2924.25
858|285|32|6|651.00|15.00|3320.10
859|285|37|11|741.25|0.00|8153.75
860|285|35|7|705.75|15.00|4199.21
861|285|4|9|147.00|15.00|1124.55
862|285|9|8|237.25|0.00|1898.00
863|286|3|1|129.75|15.00|110.29
864|286|30|12|615.50|10.00|6647.40
865|286|26|5|543.50|15.00|2309.88
866|287|11|8|273.75|0.00|2190.00
867|288|7|7|201.75|0.00|1412.25
868|288|29|6|597.25|0.00|3583.50
869|288|37|5|741.25|0.00|3706.25
870|289|15|8|345.75|10.00|2489.40
871|290|6|4|183.50|5.00|697.30
872|290|22|9|471.50|0.00|4243.50
873|291|20|10|435.00|0.00|4350.00
874|291|22|5|471.50|0.00|2357.50
875|291|32|8|651.00|10.00|4687.20
876|291|29|12|597.25|15.00|6091.95
877|291|5|2|165.25|0.00|330.50
878|292|2|12|111.50|0.00|1338.00
879|292|35|7|705.75|0.00|4940.25
880|293|16|9|363.00|0.00|3267.00
881|293|29|11|597.25|15.00|5584.29
882|293|40|3|795.00|5.00|2265.75
883|293|11|5|273.75|0.00|1368.75
884|294|14|4|327.50|0.00|1310.00
885|295|10|6|255.50|15.00|1303.05
886|295|9|10|237.25|0.00|2372.50
887|295|40|12|795.00|0.00|9540.00
888|295|10|3|255.50|0.00|766.50
889|295|21|11|453.25|5.00|4736.46
890|296|15|4|345.75|0.00|1383.00
891|296|5|3|165.25|15.00|421.39
892|296|6|7|183.50|5.00|1220.28
893|297|21|6|453.25|10.00|2447.55
894|297|23|6|489.75|15.00|2497.73
895|297|15|2|345.75|0.00|691.50
896|298|36|12|723.00|10.00|7808.40
897|298|32|4|651.00|0.00|2604.00
898|298|15|2|345.75|5.00|656.93
899|298|2|2|111.50|0.00|223.00
900|299|17|6|381.25|0.00|2287.50
901|299|23|5|489.75|5.00|2326.31
902|299|6|12|183.50|15.00|1871.70
903|299|2|5|111.50|10.00|501.75
904|299|25|10|525.25|15.00|4464.63
905|300|40|12|795.00|0.00|9540.00
906|300|38|8|759.50|0.00|6076.00
907|300|19|7|417.75|15.00|2485.61
908|300|38|9|759.50|0.00|6835.50
909|301|24|4|507.00|0.00|2028.00
910|301|24|12|507.00|0.00|6084.00
911|301|9|4|237.25|5.00|901.55
912|301|21|9|453.25|0.00|4079.25
913|301|31|9|633.75|0.00|5703.75
914|302|31|11|633.75|5.00|6622.69
915|302|38|7|759.50|0.00|5316.50
916|302|23|11|489.75|0.00|5387.25
917|303|1|12|93.25|5.00|1063.05
918|303|33|11|669.25|5.00|6993.66
919|303|38|9|759.50|0.00|6835.50
920|303|3|9|129.75|15.00|992.59
921|303|37|5|741.25|0.00|3706.25
922|304|8|9|219.00|10.00|1773.90
923|305|30|5|615.50|0.00|3077.50
924|305|26|6|543.50|5.00|3097.95
925|306|26|11|543.50|0.00|5978.50
926|307|38|10|759.50|10.00|6835.50
927|307|29|7|597.25|0.00|4180.75
928|308|15|4|345.75|0.00|1383.00
929|308|9|12|237.25|15.00|2419.95
930|308|17|5|381.25|15.00|1620.31
931|309|18|11|399.50|0.00|4394.50
932|309|5|11|165.25|15.00|1545.09
933|309|1|7|93.25|5.00|620.11
934|310|30|3|615.50|0.00|1846.50
935|311|29|2|597.25|15.00|1015.33
936|312|22|1|471.50|0.00|471.50
937|312|30|12|615.50|5.00|7016.70
938|312|14|4|327.50|5.00|1244.50
939|313|13|12|309.25|15.00|3154.35
940|313|40|4|795.00|0.00|3180.00
941|313|26|2|543.50|15.00|923.95
942|313|8|7|219.00|15.00|1303.05
943|314|20|12|435.00|10.00|4698.00
944|314|38|9|759.50|10.00|6151.95
945|314|30|4|615.50|10.00|2215.80
946|315|9|8|237.25|5.00|1803.10
947|315|7|2|201.75|5.00|383.33
948|315|24|3|507.00|0.00|1521.00
949|316|15|4|345.75|0.00|1383.00
950|316|30|7|615.50|0.00|4308.50
951|316|12|6|291.00|0.00|1746.00
952|316|35|4|705.75|0.00|2823.00
953|317|24|7|507.00|0.00|3549.00
954|318|4|10|147.00|10.00|1323.00
955|318|34|3|687.50|0.00|2062.50
956|318|7|6|201.75|0.00|1210.50
957|319|31|9|633.75|10.00|5133.38
958|319|21|12|453.25|0.00|5439.00
959|319|17|1|381.25|10.00|343.13
960|320|27|9|561.75|0.00|5055.75
961|320|34|3|687.50|10.00|1856.25
962|321|28|10|579.00|0.00|5790.00
963|321|17|6|381.25|0.00|2287.50
964|321|6|4|183.50|5.00|697.30
965|321|10|12|255.50|10.00|2759.40
966|321|31|11|633.75|15.00|5925.56
967|322|34|9|687.50|0.00|6187.50
968|323|38|1|759.50|10.00|683.55
969|323|30|3|615.50|10.00|1661.85
970|323|34|12|687.50|0.00|8250.00
971|323|10|1|255.50|0.00|255.50
972|324|19|8|417.75|10.00|3007.80
973|325|19|7|417.75|0.00|2924.25
974|326|30|2|615.50|10.00|1107.90
975|326|5|7|165.25|15.00|983.24
976|326|34|2|687.50|0.00|1375.00
977|326|20|10|435.00|15.00|3697.50
978|327|17|2|381.25|10.00|686.25
979|327|4|1|147.00|0.00|147.00
980|327|1|1|93.25|15.00|79.26
981|327|19|6|417.75|0.00|2506.50
982|328|39|8|777.75|15.00|5288.70
983|328|25|2|525.25|5.00|997.98
984|328|10|2|255.50|0.00|511.00
985|328|14|1|327.50|5.00|311.13
986|328|32|1|651.00|10.00|585.90
987|329|5|2|165.25|0.00|330.50
988|329|21|12|453.25|0.00|5439.00
989|329|17|11|381.25|5.00|3984.06
990|329|5|1|165.25|15.00|140.46
991|330|2|1|111.50|15.00|94.78
992|331|25|8|525.25|15.00|3571.70
993|332|22|5|471.50|5.00|2239.63
994|332|21|6|453.25|5.00|2583.53
995|332|3|10|129.75|10.00|1167.75
996|332|9|7|237.25|0.00|1660.75
997|333|23|2|489.75|0.00|979.50
998|333|27|10|561.75|15.00|4774.88
999|334|9|6|237.25|5.00|1352.33
1000|334|14|3|327.50|5.00|933.38
1001|334|27|1|561.75|0.00|561.75
1002|334|4|11|147.00|0.00|1617.00
1003|334|31|12|633.75|0.00|7605.00
1004|335|1|9|93.25|15.00|713.36
1005|336|9|9|237.25|0.00|2135.25
1006|336|40|1|795.00|10.00|715.50
1007|336|4|6|147.00|5.00|837.90
1008|336|35|11|705.75|15.00|6598.76
1009|337|25|4|525.25|10.00|1890.90
1010|337|10|4|255.50|5.00|970.90
1011|337|7|11|201.75|0.00|2219.25
1012|337|31|2|633.75|10.00|1140.75
1013|338|14|5|327.50|0.00|1637.50
1014|338|18|6|399.50|0.00|2397.00
1015|338|31|6|633.75|5.00|3612.38
1016|339|6|7|183.50|0.00|1284.50
1017|339|14|6|327.50|0.00|1965.00
1018|340|6|8|183.50|5.00|1394.60
1019|340|31|12|633.75|5.00|7224.75
1020|341|10|4|255.50|0.00|1022.00
1021|341|31|2|633.75|0.00|1267.50
1022|341|21|1|453.25|15.00|385.26
1023|341|2|1|111.50|15.00|94.78
1024|341|18|10|399.50|15.00|3395.75
1025|342|10|10|255.50|0.00|2555.00
1026|342|5|4|165.25|0.00|661.00
1027|342|6|5|183.50|0.00|917.50
1028|342|36|5|723.00|0.00|3615.00
1029|343|35|5|705.75|0.00|3528.75
1030|344|28|10|579.00|0.00|5790.00
1031|345|40|2|795.00|10.00|1431.00
1032|345|7|8|201.75|0.00|1614.00
1033|345|21|3|453.25|10.00|1223.78
1034|345|29|10|597.25|15.00|5076.63
1035|346|16|5|363.00|0.00|1815.00
1036|347|30|1|615.50|15.00|523.18
1037|347|16|12|363.00|0.00|4356.00
1038|347|18|8|399.50|10.00|2876.40
1039|348|34|7|687.50|0.00|4812.50
1040|348|26|10|543.50|15.00|4619.75
1041|349|10|8|255.50|0.00|2044.00
1042|349|16|5|363.00|0.00|1815.00
1043|349|26|12|543.50|5.00|6195.90
1044|349|11|3|273.75|10.00|739.13
1045|349|37|5|741.25|0.00|3706.25
1046|350|12|4|291.00|5.00|1105.80
1047|350|8|11|219.00|10.00|2168.10
1048|350|13|3|309.25|5.00|881.36
1049|350|34|8|687.50|0.00|5500.00
1050|351|8|3|219.00|0.00|657.00
1051|351|36|6|723.00|10.00|3904.20
1052|351|14|11|327.50|0.00|3602.50
1053|351|37|4|741.25|0.00|2965.00
1054|352|15|6|345.75|0.00|2074.50
1055|352|18|12|399.50|10.00|4314.60
1056|352|39|12|777.75|10.00|8399.70
1057|353|31|9|633.75|0.00|5703.75
1058|353|16|6|363.00|5.00|2069.10
1059|354|15|2|345.75|10.00|622.35
1060|354|23|5|489.75|0.00|2448.75
1061|354|6|6|183.50|0.00|1101.00
1062|354|25|5|525.25|5.00|2494.94
1063|354|19|6|417.75|0.00|2506.50
1064|355|14|4|327.50|0.00|1310.00
1065|355|29|3|597.25|10.00|1612.58
1066|356|1|6|93.25|10.00|503.55
1067|357|32|1|651.00|0.00|651.00
1068|357|27|4|561.75|0.00|2247.00
1069|357|21|9|453.25|5.00|3875.29
1070|358|7|9|201.75|0.00|1815.75
1071|359|17|3|381.25|0.00|1143.75
1072|359|19|9|417.75|10.00|3383.78
1073|359|25|6|525.25|10.00|2836.35
1074|359|17|5|381.25|10.00|1715.63
1075|359|31|10|633.75|15.00|5386.88
1076|360|8|9|219.00|0.00|1971.00
1077|360|8|8|219.00|10.00|1576.80
1078|360|10|2|255.50|0.00|511.00
1079|361|30|11|615.50|5.00|6431.98
1080|361|13|6|309.25|0.00|1855.50
1081|361|15|10|345.75|10.00|3111.75
1082|361|1|11|93.25|5.00|974.46
1083|362|17|9|381.25|15.00|2916.56
1084|362|39|7|777.75|0.00|5444.25
1085|362|24|4|507.00|5.00|1926.60
1086|363|14|10|327.50|5.00|3111.25
1087|363|1|11|93.25|10.00|923.18
1088|363|32|10|651.00|0.00|6510.00
1089|363|39|7|777.75|5.00|5172.04
1090|363|6|5|183.50|5.00|871.63
1091|364|1|11|93.25|0.00|1025.75
1092|364|13|9|309.25|0.00|2783.25
1093|364|17|4|381.25|0.00|1525.00
1094|364|14|4|327.50|15.00|1113.50
1095|365|33|12|669.25|0.00|8031.00
1096|366|10|9|255.50|0.00|2299.50
1097|366|24|5|507.00|15.00|2154.75
1098|366|28|3|579.00|0.00|1737.00
1099|367|9|11|237.25|10.00|2348.78
1100|367|38|5|759.50|0.00|3797.50
1101|368|34|3|687.50|10.00|1856.25
1102|368|13|6|309.25|0.00|1855.50
1103|368|28|9|579.00|5.00|4950.45
1104|368|32|12|651.00|0.00|7812.00
1105|369|12|12|291.00|10.00|3142.80
1106|370|27|11|561.75|15.00|5252.36
1107|370|23|11|489.75|0.00|5387.25
1108|370|1|11|93.25|0.00|1025.75
1109|370|31|4|633.75|0.00|2535.00
1110|370|27|4|561.75|10.00|2022.30
1111|371|3|1|129.75|0.00|129.75
1112|371|12|11|291.00|0.00|3201.00
1113|371|34|4|687.50|10.00|2475.00
1114|372|4|12|147.00|5.00|1675.80
1115|372|35|8|705.75|15.00|4799.10
1116|373|31|11|633.75|0.00|6971.25
1117|373|19|7|417.75|10.00|2631.83
1118|374|3|5|129.75|0.00|648.75
1119|374|20|11|435.00|0.00|4785.00
1120|374|35|12|705.75|15.00|7198.65
1121|375|11|12|273.75|0.00|3285.00
1122|376|14|4|327.50|5.00|1244.50
1123|377|9|5|237.25|5.00|1126.94
1124|378|19|4|417.75|0.00|1671.00
1125|378|16|11|363.00|5.00|3793.35
1126|378|15|2|345.75|0.00|691.50
1127|379|18|5|399.50|10.00|1797.75
1128|379|14|4|327.50|15.00|1113.50
1129|379|2|11|111.50|10.00|1103.85
1130|379|18|2|399.50|0.00|799.00
1131|380|21|7|453.25|10.00|2855.48
1132|380|32|12|651.00|5.00|7421.40
1133|380|22|10|471.50|10.00|4243.50
1134|381|8|5|219.00|10.00|985.50
1135|382|23|11|489.75|0.00|5387.25
1136|382|12|3|291.00|0.00|873.00
1137|382|12|7|291.00|10.00|1833.30
1138|383|13|3|309.25|5.00|881.36
1139|384|27|9|561.75|15.00|4297.39
1140|384|16|1|363.00|0.00|363.00
1141|384|32|8|651.00|10.00|4687.20
1142|385|26|5|543.50|0.00|2717.50
1143|385|17|1|381.25|0.00|381.25
1144|385|13|12|309.25|0.00|3711.00
1145|385|26|1|543.50|0.00|543.50
1146|386|29|3|597.25|0.00|1791.75
1147|387|6|12|183.50|0.00|2202.00
1148|387|18|11|399.50|0.00|4394.50
1149|388|2|4|111.50|10.00|401.40
1150|389|18|12|399.50|15.00|4074.90
1151|390|13|6|309.25|15.00|1577.18
1152|390|31|4|633.75|0.00|2535.00
1153|391|34|5|687.50|0.00|3437.50
1154|391|16|10|363.00|10.00|3267.00
1155|391|40|4|795.00|0.00|3180.00
1156|391|24|7|507.00|0.00|3549.00
1157|391|4|10|147.00|0.00|1470.00
1158|392|33|2|669.25|15.00|1137.73
1159|392|8|3|219.00|10.00|591.30
1160|392|26|10|543.50|5.00|5163.25
1161|392|28|4|579.00|15.00|1968.60
1162|393|4|12|147.00|10.00|1587.60
1163|393|2|2|111.50|10.00|200.70
1164|394|38|9|759.50|0.00|6835.50
1165|394|37|4|741.25|5.00|2816.75
1166|394|27|3|561.75|0.00|1685.25
1167|395|37|6|741.25|0.00|4447.50
1168|395|30|6|615.50|10.00|3323.70
1169|395|20|8|435.00|0.00|3480.00
1170|395|15|3|345.75|5.00|985.39
1171|395|19|11|417.75|10.00|4135.73
1172|396|8|5|219.00|0.00|1095.00
1173|396|21|11|453.25|0.00|4985.75
1174|396|32|9|651.00|0.00|5859.00
1175|396|9|7|237.25|15.00|1411.64
1176|397|12|3|291.00|0.00|873.00
1177|397|21|11|453.25|0.00|4985.75
1178|397|32|11|651.00|5.00|6802.95
1179|397|29|1|597.25|0.00|597.25
1180|397|12|7|291.00|0.00|2037.00
1181|398|34|10|687.50|0.00|6875.00
1182|399|5|6|165.25|10.00|892.35
1183|399|12|5|291.00|0.00|1455.00
1184|399|39|12|777.75|0.00|9333.00
1185|400|3|3|129.75|10.00|350.33
1186|400|16|8|363.00|5.00|2758.80
1187|400|38|2|759.50|15.00|1291.15
1188|401|39|1|777.75|0.00|777.75
1189|401|32|12|651.00|10.00|7030.80
1190|401|36|12|723.00|0.00|8676.00
1191|401|10|5|255.50|5.00|1213.63
1192|401|25|9|525.25|0.00|4727.25
1193|402|2|3|111.50|5.00|317.78
1194|402|29|3|597.25|0.00|1791.75
1195|402|22|2|471.50|0.00|943.00
1196|402|31|10|633.75|0.00|6337.50
1197|402|29|7|597.25|0.00|4180.75
1198|403|20|4|435.00|10.00|1566.00
1199|403|8|7|219.00|5.00|1456.35
1200|404|36|2|723.00|0.00|1446.00
1201|404|16|10|363.00|0.00|3630.00
1202|404|15|12|345.75|5.00|3941.55
1203|404|4|12|147.00|0.00|1764.00
1204|404|11|4|273.75|15.00|930.75
1205|405|25|1|525.25|5.00|498.99
1206|405|7|5|201.75|10.00|907.88
1207|405|14|5|327.50|10.00|1473.75
1208|405|26|8|543.50|0.00|4348.00
1209|405|21|7|453.25|10.00|2855.48
1210|406|6|3|183.50|0.00|550.50
1211|406|15|2|345.75|0.00|691.50
1212|406|35|1|705.75|5.00|670.46
1213|406|4|8|147.00|15.00|999.60
1214|407|6|7|183.50|0.00|1284.50
1215|407|27|2|561.75|5.00|1067.33
1216|407|37|4|741.25|0.00|2965.00
1217|408|39|11|777.75|0.00|8555.25
1218|408|24|1|507.00|15.00|430.95
1219|408|1|2|93.25|0.00|186.50
1220|408|38|3|759.50|10.00|2050.65
1221|408|8|9|219.00|10.00|1773.90
1222|409|24|8|507.00|5.00|3853.20
1223|409|14|1|327.50|5.00|311.13
1224|409|1|1|93.25|0.00|93.25
1225|410|4|1|147.00|0.00|147.00
1226|410|7|10|201.75|15.00|1714.88
1227|410|18|3|399.50|5.00|1138.58
1228|410|9|4|237.25|5.00|901.55
1229|411|10|5|255.50|0.00|1277.50
1230|411|40|12|795.00|15.00|8109.00
1231|412|27|11|561.75|10.00|5561.33
1232|412|24|10|507.00|0.00|5070.00
1233|413|22|2|471.50|0.00|943.00
1234|414|37|12|741.25|0.00|8895.00
1235|414|19|3|417.75|0.00|1253.25
1236|414|3|1|129.75|15.00|110.29
1237|414|13|10|309.25|5.00|2937.88
1238|415|24|4|507.00|15.00|1723.80
1239|415|5|12|165.25|5.00|1883.85
1240|415|14|9|327.50|0.00|2947.50
1241|415|27|7|561.75|5.00|3735.64
1242|416|3|11|129.75|0.00|1427.25
1243|416|25|4|525.25|10.00|1890.90
1244|416|20|3|435.00|15.00|1109.25
1245|416|8|12|219.00|0.00|2628.00
1246|416|30|10|615.50|15.00|5231.75
1247|417|14|1|327.50|0.00|327.50
1248|417|26|8|543.50|5.00|4130.60
1249|417|4|3|147.00|0.00|441.00
1250|417|19|1|417.75|0.00|417.75
1251|418|34|9|687.50|0.00|6187.50
1252|418|4|4|147.00|0.00|588.00
1253|418|29|7|597.25|0.00|4180.75
1254|418|21|8|453.25|0.00|3626.00
1255|418|8|9|219.00|15.00|1675.35
1256|419|35|3|705.75|5.00|2011.39
1257|419|27|1|561.75|10.00|505.58
1258|419|39|11|777.75|0.00|8555.25
1259|420|7|2|201.75|0.00|403.50
1260|420|13|11|309.25|15.00|2891.49
1261|420|39|8|777.75|10.00|5599.80
1262|420|16|7|363.00|0.00|2541.00
1263|420|37|6|741.25|10.00|4002.75
1264|421|1|9|93.25|0.00|839.25
1265|421|28|7|579.00|10.00|3647.70
1266|422|23|7|489.75|10.00|3085.43
1267|422|25|7|525.25|10.00|3309.08
1268|422|19|3|417.75|0.00|1253.25
1269|422|3|10|129.75|0.00|1297.50
1270|423|5|6|165.25|5.00|941.93
1271|423|18|3|399.50|10.00|1078.65
1272|423|30|1|615.50|0.00|615.50
1273|423|35|10|705.75|0.00|7057.50
1274|424|13|12|309.25|0.00|3711.00
1275|424|20|11|435.00|10.00|4306.50
1276|424|35|3|705.75|5.00|2011.39
1277|425|19|4|417.75|5.00|1587.45
1278|425|21|4|453.25|0.00|1813.00
1279|426|6|11|183.50|5.00|1917.58
1280|426|4|4|147.00|5.00|558.60
1281|426|34|5|687.50|0.00|3437.50
1282|427|17|12|381.25|0.00|4575.00
1283|428|38|3|759.50|0.00|2278.50
1284|428|17|7|381.25|10.00|2401.88
1285|428|34|12|687.50|0.00|8250.00
1286|428|15|10|345.75|0.00|3457.50
1287|429|14|9|327.50|10.00|2652.75
1288|429|18|11|399.50|0.00|4394.50
1289|430|6|11|183.50|0.00|2018.50
1290|430|3|9|129.75|5.00|1109.36
1291|430|1|8|93.25|0.00|746.00
1292|430|32|1|651.00|0.00|651.00
1293|431|24|11|507.00|15.00|4740.45
1294|431|12|11|291.00|0.00|3201.00
1295|432|13|5|309.25|10.00|1391.63
1296|432|23|1|489.75|0.00|489.75
1297|433|18|6|399.50|0.00|2397.00
1298|433|22|3|471.50|0.00|1414.50
1299|433|33|11|669.25|0.00|7361.75
1300|433|30|7|615.50|5.00|4093.08
1301|434|24|3|507.00|15.00|1292.85
1302|435|37|5|741.25|0.00|3706.25
1303|436|31|7|633.75|0.00|4436.25
1304|436|40|9|795.00|0.00|7155.00
1305|436|28|2|579.00|0.00|1158.00
1306|437|29|9|597.25|10.00|4837.73
1307|437|4|12|147.00|0.00|1764.00
1308|437|39|6|777.75|15.00|3966.53
1309|437|10|1|255.50|0.00|255.50
1310|438|17|6|381.25|0.00|2287.50
1311|439|12|12|291.00|5.00|3317.40
1312|439|8|1|219.00|0.00|219.00
1313|439|3|12|129.75|15.00|1323.45
1314|439|17|2|381.25|10.00|686.25
1315|440|28|7|579.00|15.00|3445.05
1316|440|6|8|183.50|5.00|1394.60
1317|440|37|3|741.25|15.00|1890.19
1318|440|7|11|201.75|15.00|1886.36
1319|441|16|2|363.00|0.00|726.00
1320|442|4|6|147.00|0.00|882.00
1321|442|22|6|471.50|0.00|2829.00
1322|442|4|1|147.00|0.00|147.00
1323|442|27|4|561.75|15.00|1909.95
1324|442|31|9|633.75|0.00|5703.75
1325|443|23|2|489.75|0.00|979.50
1326|443|21|11|453.25|0.00|4985.75
